CustomerID,Recency,Frequency,Monetary,Recency_log,Frequency_log,Monetary_log,Cluster,Segment
12346,326,1,77183.6,5.7899601708972535,0.6931471805599453,11.253955234248428,2,At Risk
12347,2,7,4310.0,1.0986122886681098,2.0794415416798357,8.368925174747135,1,Champions
12348,75,4,1797.24,4.330733340286331,1.6094379124341003,7.494563687769957,2,At Risk
12349,19,1,1757.55,2.995732273553991,0.6931471805599453,7.472244884833674,0,Recent Light Buyers
12350,310,1,334.4,5.739792912179234,0.6931471805599453,5.815323849389109,3,Lost/Inactive
12352,36,8,2506.04,3.6109179126442243,2.1972245773362196,7.826858053356098,2,At Risk
12353,204,1,89.0,5.3230099791384085,0.6931471805599453,4.499809670330265,3,Lost/Inactive
12354,232,1,1079.4,5.4510384535657,0.6931471805599453,6.985086621918461,3,Lost/Inactive
12355,214,1,459.4,5.3706380281276624,0.6931471805599453,6.132095676847728,3,Lost/Inactive
12356,23,3,2811.43,3.1780538303479458,1.3862943611198906,7.941804157314053,2,At Risk
12357,33,1,6207.67,3.5263605246161616,0.6931471805599453,8.733701981297274,2,At Risk
12358,2,2,1168.06,1.0986122886681098,1.0986122886681098,7.063955286074528,0,Recent Light Buyers
12359,58,4,6372.58,4.07753744390572,1.6094379124341003,8.759916600117213,2,At Risk
12360,52,3,2662.06,3.970291913552122,1.3862943611198906,7.887231116540211,2,At Risk
12361,287,1,189.9,5.662960480135946,0.6931471805599453,5.251749730731702,3,Lost/Inactive
12362,3,10,5226.23,1.3862943611198906,2.3978952727983707,8.56163678004062,1,Champions
12363,110,2,552.0,4.709530201312334,1.0986122886681098,6.315358001522335,3,Lost/Inactive
12364,8,4,1313.1,2.1972245773362196,1.6094379124341003,7.180907299649593,0,Recent Light Buyers
12365,291,2,641.38,5.676753802268282,1.0986122886681098,6.465180028897591,3,Lost/Inactive
12367,4,1,168.9,1.6094379124341003,0.6931471805599453,5.135210028677887,0,Recent Light Buyers
12370,51,4,3545.69,3.9512437185814275,1.6094379124341003,8.173770053153254,2,At Risk
12371,45,2,1887.96,3.828641396489095,1.0986122886681098,7.543781692052325,2,At Risk
12372,72,3,1298.04,4.290459441148391,1.3862943611198906,7.169380809114136,2,At Risk
12373,311,1,364.6,5.7430031878094825,0.6931471805599453,5.901539839579995,3,Lost/Inactive
12374,25,1,742.9300000000001,3.258096538021482,0.6931471805599453,6.6119469443852195,0,Recent Light Buyers
12375,11,2,457.5,2.4849066497880004,1.0986122886681098,6.127960291696519,0,Recent Light Buyers
12377,315,2,1628.12,5.755742213586912,1.0986122886681098,7.395795270713971,2,At Risk
12378,130,1,4008.62,4.875197323201151,0.6931471805599453,8.29645175271804,2,At Risk
12379,82,2,852.24,4.418840607796598,1.0986122886681098,6.749040867823617,2,At Risk
12380,22,4,2724.81,3.1354942159291497,1.6094379124341003,7.910520910634419,2,At Risk
12381,5,5,1845.31,1.791759469228055,1.791759469228055,7.520944331624911,1,Champions
12383,185,5,1850.56,5.225746673713202,1.791759469228055,7.523783805985769,2,At Risk
12384,29,2,585.27,3.4011973816621555,1.0986122886681098,6.373780434317173,0,Recent Light Buyers
12386,338,2,401.9,5.82600010738045,1.0986122886681098,5.998688392197302,3,Lost/Inactive
12388,16,6,2780.66,2.833213344056216,1.9459101490553132,7.930803150780256,1,Champions
12390,80,1,549.84,4.394449154672439,0.6931471805599453,6.311444385858925,3,Lost/Inactive
12391,22,1,460.89,3.1354942159291497,0.6931471805599453,6.1353267674944725,0,Recent Light Buyers
12393,72,4,1582.6000000000001,4.290459441148391,1.6094379124341003,7.3674560152319755,2,At Risk
12394,64,2,1272.48,4.174387269895637,1.0986122886681098,7.149508589545504,2,At Risk
12395,19,12,3018.63,2.995732273553991,2.5649493574615367,8.012889586306857,1,Champions
12397,36,2,2409.9,3.6109179126442243,1.0986122886681098,7.7877554007552545,2,At Risk
12398,46,1,1635.6599999999999,3.8501476017100584,0.6931471805599453,7.4004128587924045,2,At Risk
12399,119,4,1108.65,4.787491742782046,1.6094379124341003,7.011799929268738,2,At Risk
12401,303,1,84.3,5.717027701406222,0.6931471805599453,4.446174454497633,3,Lost/Inactive
12402,323,1,225.6,5.780743515792329,0.6931471805599453,5.423186348593906,3,Lost/Inactive
12403,50,1,427.7,3.9318256327243257,0.6931471805599453,6.0607573736039315,3,Lost/Inactive
12405,149,1,1710.39,5.0106352940962555,0.6931471805599453,7.445061184797548,2,At Risk
12406,22,2,3415.3,3.1354942159291497,1.0986122886681098,8.136313373066384,2,At Risk
12407,50,5,1708.1200000000001,3.9318256327243257,1.791759469228055,7.4437338971514055,2,At Risk
12408,33,5,2888.55,3.5263605246161616,1.791759469228055,7.968856059639959,2,At Risk
12409,79,3,11072.67,4.382026634673881,1.3862943611198906,9.312325497408466,2,At Risk
12410,309,2,693.3299999999999,5.736572297479192,1.0986122886681098,6.542947351813216,3,Lost/Inactive
12412,75,3,1226.88,4.330733340286331,1.3862943611198906,7.1130443840624835,2,At Risk
12413,67,3,758.1,4.219507705176107,1.3862943611198906,6.632133521022722,2,At Risk
12414,217,3,562.41,5.384495062789089,1.3862943611198906,6.334007604663525,3,Lost/Inactive
12415,24,21,124914.53,3.2188758248682006,3.091042453358316,11.735393027855736,1,Champions
12417,3,9,3649.1,1.3862943611198906,2.302585092994046,8.202509843461513,1,Champions
12418,113,1,668.58,4.736198448394496,0.6931471805599453,6.506650650150935,3,Lost/Inactive
12420,64,1,600.39,4.174387269895637,0.6931471805599453,6.3992436425478765,3,Lost/Inactive
12421,16,4,807.04,2.833213344056216,1.6094379124341003,6.694611562246261,0,Recent Light Buyers
12422,96,3,803.5600000000001,4.574710978503383,1.3862943611198906,6.690295544136225,2,At Risk
12423,1,8,1859.31,0.6931471805599453,2.1972245773362196,7.528498419486568,1,Champions
12424,163,2,1760.96,5.099866427824199,1.0986122886681098,7.474182104762846,2,At Risk
12425,78,1,777.2,4.3694478524670215,0.6931471805599453,6.6569835605504535,3,Lost/Inactive
12426,195,1,582.73,5.278114659230517,0.6931471805599453,6.369438547154207,3,Lost/Inactive
12427,22,3,825.8,3.1354942159291497,1.3862943611198906,6.717562827807613,0,Recent Light Buyers
12428,26,9,7956.46,3.295836866004329,2.302585092994046,8.981865132439246,1,Champions
